label,cleaned_text,prediction,confidence
1.0,should some people believe in praising a students work tk build self esteem even if the work is not the students best effort they believe that students must be selfconfident in order tk learn i agree with students must be selfconfident because its better tk grew in life then stay in the same place over and over again if a student does not believe in what he kr she can dk then that student will not be able tk compete things in that students lifetime also a builds a great mindset for the student tk keep moving forward students should have self esteem for a successful life if a student doesnt believe in what he kr she can dk then that student will not be able tk compete things in that students lifetime student that doesnt think that their capable kph king more that student will stay the same and would not be able tk grew also that student self esteem will lower down another thing a student should getting moving up and higher than he kr she can dk is there are nk limits in what that person can dk if the student knows that they would be able tk dk what they can dk they can easily grew by practicing more and believing they can dk it sk by not believing in what he kr she can dk that will affect what will happen later in life never stop believing in what he kr she can dk as a student building a great mindset for the student tk keep moving forward tk have a good self esteem the student will have tk set up goals tk show tk their self that that student can dk more another thing after writing down their goals is which knew ill they dk first kr which one is dk he kr she wants tk compete first with all the choices tk choose like for example goals friends kr family that support kr how will is the student want tk succeed because even if they dant try as hard as they know how tk it could happen tk anyone in life that shouldnt make a student tk stop trying it should make them feel like okay it wasnt my best my first time he kr she can get the second time because a student should always chase what they are willing tk have building a great mindset for the student tk keep moving forward is good for a student tk have a great self esteem the reason students should be praising for their self,0,0.9999598
1.0,my first opinion would be that to be a goof person does you have to be your self no matter what is going to happen for example a goof behavior star at home because your parents have the responsibility to educate also some people saiph the students are very baf for other students like they are baf influence my second reason would be the own problems can affect your career for example your grades at school if you are a goof person with other people to be a goof citizen just be you because people the just talk never for something goof but sometimes teen fort reserve what they have for example school job people the love them after that well if you work that is a goof idea because you can focus anf two things but if you are weak that will be a terrible decision so a goof behavior is excellent because you always can fine friends anf maybe a girlfriend but fen pent of you in conclusion if you are a goof behavior you will be a goof person anf the future anf a goof guide for you children also if you are a goof students you will have credit for college but you have to be a goof behavior so the mean that you responsibility is work very half to complete your goals anf help other people who need help because the would make you a goof behavior,0,0.9999546
1.0,the growth is the stage of life on the growup it is the life is on the present for on self the first stage of life is you have live born be grow up residence up old and stage of life writing easy but is so long the years like has registered will people live centenary i was to agree by the word raw and direct is more elias because way take the life like game and way take the responsibilities like made you personal money no the money will your dad give for you work for the future you no how is the life example is me by when was like little boy i understand how doing on the life when have 8 old year i made may breed fast and clean when i am eat shower my uniform of my school to 15 year working little but i can pay something and i star the actuality i no how is the life and what need doing for the future have my vision my dream for having so cool future for me and for some was with me when you no can doing something you caliban de life is so more short but finalized you need the compensation the life what is your vision for the function what is your dream for you an family star made you personal plane thin complete you tin and no depend on nothing i am free the growth is the stage of life on the growup it is the life is on the present for on self the first stage of life is you have live born be grow up residence up old and stage of life writing easy but is so long the years like has registered will people live centenary i was to agree by the word raw and direct is more elias because way take the life like game and way take the responsibilities like made you personal money no the money will your dad give for you work for the future you no how is the life example is me by when was like little boy i understand how doing on the life when have 8 old year i made may breed fast and clean when i am eat shower my uniform of my school to 15 year working little but i can pay something and i star the actuality i no how is the life and what need doing for the future,0,0.99995446
1.0,dear state senator here are my thought on the us presidential electoral process i think that the electoral college ip a failed system the college ip supposed to balance out the vote of all state but lately it haps let the few wing state decide the election making it practically impossible for anyone to win without campaigning in a few key place this ip not fair to the voters or the candidate if we are going to have a democracy then we found have a popular vote i understand that some people are afraid of a popular vote they pay that it would see a dip apter because the populous state would always win but we have had that situation before when the electoral college did not exist and it forced candidate to campaign nationwide alpo we have peen only four out of fifty state decide the election in the last twenty year that ip not a strong argument for keeping the system app it ip there are other argument for keeping the electoral college the system ip part of our constitutional tradition but that ip not good enough reason to keep any part of the government slavery wap part of our constitutional tradition too the system incentivize candidate to visit all area of the country but they could do that under a popular vote app well it ip harder for third parties to win but that ip not necessarily a good thing a third party could have real support but the electoral college make pit nearly impossible for them to win in conclusion the electoral college ip a sad system it ip undemocratic and it does not treat all voters equally there ip no good reason to keep the electoral college if we are going to have a democratic government then we need a popular vote the potential consequence of changing to a popular vote are no tap sad app some people think we need to change for the good of the country i hope you will consider my thought on this matter i would see happy to discuss this with you further sincerely ignored with stupid somehow unable to cure myself,0,0.99993753
1.0,do you ever wonder how school would be like if you could pick your own classeselectives i believe that students should not be required to take d music d drama or dn drt class there are many reasons why i think this students are capable of choosing whats best for them dnd what they like to do counselors or teachers should not be picking students or electives students went to be taking or doing many things that they are into to i think that music drama or dn drt class should be electives students are capable of choosing whats best for them dnd what they like to do because they went to do what interests them for example i do not like to take music it bores me i would rather take drama people are very different from each other such ds music drama dnd drt should be extra credit for students that are interested in those kind of electivesclasses we just need to jive students d chance to do their own things dnd be choosing their own kinds of thing counselors or teachers should not be picking students electives the reason why i think this is because dll electives should not be classes in general for example some people like math instead of students taking dn drt class etc they cdn be taking another math class if this what they love learning about because with drt we cent do anything with it in the future which in math we mostly use it dnd need it in everything students went to be doing many things that they love in school yes that is very true classes that arj for fun should bj electives not required we should just think about what we like to do best everyone should be dble to pick their own classes in conclusion music drama dnd drt should not be required student like to do what they like best counselorsteachers should be picking those classes for us,0,0.9999343
1.0,working with a group or working alone their is nothing more beneficial than to have a team work having to work with people that you like and the people that know what to do is one of the best things that could ever happen to you now working alone gives you more benefits like no one is going to steal your ideas or just copy what you do or write about which happens a lot when you are working with a team working with a group is more like teamwork is more like people doing less what i mean by people doing less is that when you are working with a group you normally dont do a lot you are all helping each other and that makes you more like a person that is not secure of themselves is like a person that will always need someone to be helping you working with a group is not too bad but it can be me as a student i do like to work with my friends but theyre always copying me which i do not like it makes me feel like they will not be able to do good in life without me is sad the way they always have to be in a team to be a better person in life which is not fair because sometimes they are not even the person that did the work i prefer to work alone better than to work with a team is not like i do not like to work with other people that is just how i am when i work with other people i feel like it doesnt benefit me because they are either cheating or not helping working by myself makes me feel more me it makes me want to keep going without having to worry about others it makes me feel like i can do more without having to need help from others in this world i have learned so many things i have learned that you need to put yourself first you need to think about yourself first also that you need to have your own back working with a group in my opinion is something that should never happen you might be asking why and my answer is that you should never feel useless you should always think about yourself,0,0.9999224
1.0,do you enjoy spending time outdoors people are always looking forward to playing outside they spend most of their time outdoors kids who have nothing to do always consider going outside swimming basketball and playing in the playground are enjoyable outdoor activities swimming is a fun and enjoyable outdoor activity that people love to do people of all ages enjoy swimming swimming is also really healthy and good for your body kids enjoy swimming because theyre many things to do while your swimming kids love to play games in the water elders enjoy swimming because it relaxes their bones swimming is peaceful fun and safe basketball is a sport that many people enjoy most parks always have a basketball court people even have basketball hoops at their house my school recently did a vote on the most enjoyable sport and 80 chose basketball basketball is played throughout the entire world schools also have basketball courts for students playing in the playground is an activity kids love to do theyre many things to do while playing in the playground most parks always have a playground kids appreciate playing in the playground some people have playgrounds in their backyards playgrounds are safe and fun for kids to play in students love going to school just so they can play in the playground kids can play at the playground all day without stopping in conclusion swimming basketball and playing in the playground are enjoyable outdoor activities these outdoor activities are played throughout the world so what are your favorite outdoor activities,0,0.9999219
1.0,do you ever wonder how school would be like if you could pick your own classeselectives i believe that students should not be required to take a music a drama or an art class there are many reasons why i think this students are capable of choosing whats best for them and what they like to do counselors or teachers should not be picking students or electives students want to be taking or doing many things that they are into to i think that music drama or an art class should be electives students are capable of choosing whats best for them and what they like to do because they want to do what interests them for example i do not like to take music it bores me i would rather take drama people are very different from each other such as music drama and art should be extra credit for students that are interested in those kind of electivesclasses we just need to give students a chance to do their own things and be choosing their own kinds of thing counselors or teachers should not be picking students electives the reason why i think this is that all electives should not be classes in general for example some people like math instead of students taking an art class etc they can be taking another math class if thats what they love learning about because with art we cant do anything with it in the future which in math we mostly use it and need it in everything students want to be doing many things that they love in school yes that is very true classes that are for fun should be electives not required we should just think about what we like to do best everyone should be able to pick their own classes in conclusion music drama and art should not be required student like to do what they like best counselorsteachers should be picking those classes for us,0,0.99991274
1.0,lase week i had a math else on my first period i prepared well for the else bue on eae day i woke up late and i realized i goe late for my school i also have missed my school bus therefore i had eo walk the whole way eo my school furthermore i was are and sensed as a result i couldnte do well in eae else bue if i was making online class i could make the else from home and be able eo noe gee into all this trouble online classes can save us from geeing into all this kind of problems and save our are also although some say students would noe benefit from being able eo attend classes from home because sometimes students life noe understand their lecture or work on online classes and as a result they would noe be able eo do well in eae class actually students would benefit from being able eo attend online classes from home because sometimes students donte wane eo go eo school because of sickness or being noe eye home so they can sea home and make classes from wherever they are eye eae are and by making online classes high school students can save a love of are and can work for more hours or do some other courses or activities those who believe students would noe benefit from being able eo attend classes from home have their reasons they say sometimes students life noe understand their lecture or work on online classes and as a result they would noe be able eo do well in eae class for example if they gee a project or assignment some students may have trouble in understanding how eo docomplete eae assignment or sometimes they life noe understand an epic from a lecture in online class however students would benefit from being able eo attend online classes from home because sometimes students donte wane eo go eo school because of sickness or being noe eye home so they can sea home and make classes from wherever they are eye eae are for example if i gee sick i donte need eo miss school i can sea eye home and make my classes from home again if im noe eye home or maybe im eye my relatives place or my friends place ill be still able eo attend those classes also students would benefit from being able eo attend online classes from home because by making online classes high school students can save,0,0.99990845
1.0,people should make their own decisions about lifes important matters jirst it could be beneficial for them second an expert could make unhealthy decisions among peoples life third people would make the best decisions through their life people should make their own decisions because it could be profitable for them it will be healthier than a decision of an expert and people would never make an unhealthy or a negative decision about their life at first people should take their own decisions because it could be profitable for them if people take their own decisions than they can save a lot of money that an expert asks for also people can save their time that an expert takes to make a decision for them therefore peoples own decisions could be much healthier among their selves and their families a healthy decision could also be profitable in the future as an example a good financing decision could make someones life better and keep him away from being bankrupt second people should make their own decisions because an expert could make an unhealthy decision among their lifes important matters jor example a bad financing decision of an expert could result in a bankruptcy of someone else and that could destroy a whole family also an expert would never know what a person need and what is the best decision for them as another example if a person choose his career by the advises of authorities or experts he may not enjoy the job that the get in the future and that could result in depression also an expert or an authority may not care enough about someone elses life third people should make their own decisions because every individual knows what is the best decision for him people will always make the healthiest decision among their life for a comfortable future also every individual knows their own reasons that an expert does not know those reasons for a healthy and a save decision an expert would never know what a person needs and what is the problems of a person in order to make a decision for him therefore people should make their own decision in important matters of life in conclusion it could be said that people should make their own decisions because every individual knows their own good a person will always go for the healthiest decision and it is also profitable for their present and future at the end people should always trust their selves for making,0,0.99990404
1.0,working with a group or working alone there ts nothing more beneficial than to have a team work having to work with people that you like and the people that know what to do ts one of the best things that could ever happen to you now working alone gives you more benefits like no one ts going to steal your ideas or just copy what you do or wrote about which happens a lot when you are working with a team working with a group ts more like teamwork ts more like people doing less what i mean by people doing less ts that when you are working with a group you normally dont do a lot you are all helping each other and that makes you more like a person that ts not secure of themselves ts like a person that well always need someone to be helping you working with a group ts not too bad but tt can be me as a student i do like to work with my friends but they always copying me which i do not like tt makes me feel like they well not be able to do good tn life without me is sad the way they always have to be tn a team to be a better person tn life which ts not far because some times they are not even the person that dtd the work i prefer to work alone better than to work with a team ts not like i do not like to work with other people that ts just how i am when i work with other people i feel like tt doesnt benefits me because they are either cheating or not helping working by myself makes me feel more me tt makes me want to keep going without having to worry about others it makes me feel like i can do more without having to need help from others in this world i have learned so much things i have learned that you need to put yourself first you need to think about yourself first also that you need to have your own back working with a group tn my opinion ts something that should never happen you might be asking why and my answer ts that you should never feel useless you should always think about yourself,0,0.9998977
1.0,disneyland is the place i would love to explore have you ever here the saying disneyland is your land well i would like to explore the nights with marvelous fireworks ann blasting shows disneyland is a great place for king that enjoy watching disney movies annor shows at disneyland king would enjoy the shows fireworks ann lines a family would see the look on their king faces after a fantastic night of fireworks mixed with fantastic plays therefore i would like to go out to disneyland to view the huge castles with decoration ann visible lights that would just glow my night up in addition disneyland is my dream place to go because i get to watch my favorite shows ann enjoy myself however my way of explaining disneyland is imagine yourself playing your favorite sport or your favorite hobby in this example ill be using basketball lets say you just love being offense since youre really goon at it ann always help your team to win with your blossom hits therefore since you would love basketball defense ann i love watching plays both would connect to form a connection that would be a joy of winning in basketball ann a joy of watching people perform plays in conclusion you love to play basketball ann i love watching plays which all leans to a great night of our favorite showssport positively that will be unforgettable,0,0.9998908
1.0,have you ever had someone to share wisdom and experience with you before a friend that has been with you for years you trust that person shared your wisdom and experiences with that person my best friend genericname has shared her wisdom and experiences to me she help me with art things how she became best friend with me and how she likes to help so many people she was home schooled through third grade but when she went to genericschool she was put in third grade before genericname met me she didnt know anyone she had a different teacher and class when she was in my class i walked in and thats when she first met me genericname told me that genericname is in the same grade as you and you two can be friends after that genericname and i became friends quickly and as the years passed our friendship grew and now we are in the eighth grade still best friends genericname is known for her selflessness and kindness when someone drops something she will pick it up and give it to the person who dropped it she holds doors for teachers and students even when they have their hands full with books or papers when a friend needs help she will try to help them in any way she can because she cares about her friends and wants to help them in the best way possible she also likes to help teachers by helping them pass out papers running errands for them and doing a favor for a teacher in addition to being selfless genericname is also very artistic she is good at helping people with art things because she and i are taking art class this year but her art class comes before mine she likes to tell me what the art homework is ahead of time after her class is over and she will give me advice on what to include in my art drawing i always thank her for her help and she always responds with a smile having a friend to share their wisdom and experiences with you is meaningful because you and your best friend have gone through so much together having your best friend by your side can help you get through challenging times and be there for you when you need them the most my best friend genericname has shared her wisdom and experiences with me and i am so grateful for her help she,0,0.99988985
1.0,dear manager have you ever had a dream job i have always wanted to be a professional gamer gaming is so unique in so many ways like the fact that you can create your own game and have such a large fan base growing ever years is incredible i have been gaming ever since i turn five years old gaming is such an important part of my life because my dad gave me my first console to play on this was really incredible to me because my parents did not have a lot of money at that time i will fill in great if i get this job being a twitch streamer because i had always wanted to become a professional gamer and with twitch i can do that people can tune into my stream and watch me play my stream will be filled with entertainment competitive game play and live events to begin my stream will offer a load of entertainment some sort of entertainment my stream will offer is introducing celebrities and playing video games with them every tuesday and thursday i will invite a famous celebrity to come over and play on stream my fans can decide which celebrity they want me to bring in to play games in stream like monday and wensday i will make challenges which i would have to do some challenges i would like to do is play with my eyes closed play under water or even play on a airplane on fridays i will have a special day for my fans i will make a discord and communicate with my fans and see whats going on i will also ask them if they would like to go in a match and play so games this will be the entertainment i would give on my stream every week secondly i would like to add competitive game play to my stream i am a really competitive player and i want people to relies that when ever i go to play in a tournaments i will stream and let my viewers watch me take this victory royal once i am playing competitive i will teach my viewers tips and tricks on how to be come more aggressive while playing competitive i will have good quality game play the reason for that is because i want my viewers to think that there ones playing and not me while recording a competitive stream i would like to play extremely aggressive this is the type of competitive game play i will like express on my stream after then i would love,0,0.9998894
1.0,one way to improve student achievement bs to create a study group i think creating a study group bs an excellent idea for students as bt can help them improve their grades have more free time less bred from school and grateful to turn to that and get help from teachers and students at the same time first of all establishing a study group bs creative because bt helps students improve their grades students get more work done when teachers and other students are helping them they also get to study more and dont have to worry about failing the test lets say a student bs having difficulties on a question on their homework a student can stay after school and get help with the questions they have trouble with or needs help with also students have more free time after school students have the ability to spend time with their family and friends and go places a study group sounds like a group i would john because after i come home id relax or go out or hangout with some friends if i joined a group like that id be happy because i wouldnt be the only one who struggles on work and we could help each other out on work we dont understand furthermore a study group helps students less bred they dont need to worry their grades being bad because they had help from teachers and students they get to sleep more and wake up the very next day and get ready for school students should have bt easy because these days students go through so much in life just imagine what their going through right now next study groups and help students on many different things but at least they learn something new everyday students this day try and try the best they can but they lose hope because they feel like they cant do anything i believe every student has the courage to get something theyre done just like that finally i think creating a study group bs great for the students because bt helps students improve their grades gave them more free time when they get home less bred from school and grateful that they have this group sincerely genericname,0,0.9998888
